,authors,book_format,cur_price,isbn13,old_price,pages,product_dimensions,publication_date,publisher,title
3713,Gretchen Rubin ,Paperback,$9.94,9780062414854,$15.99,368.0,5.3 x 0.7 x 8 inches,12/29/15,Harper Paperbacks; Revised edition,"The Happiness Project (Revised Edition): Or, Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun"
3714,Joan Didion ,Paperback,$11.38,9781400078431,$16.00,227.0,5.2 x 0.6 x 8 inches,02/13/07,Vintage; Reprint edition,The Year of Magical Thinking
3715,Glennon Doyle and Glennon Doyle Melton ,Paperback,$8.46,9781250075734,$16.99,304.0,5.5 x 0.8 x 8.2 inches,09/12/17,Flatiron Books; Reprint edition,Love Warrior: A Memoir
3716,Sally Field ,Hardcover,$17.06,9781538763025,$29.00,416.0,6.8 x 1.6 x 9.3 inches,09/18/18,Grand Central Publishing; First Edition edition,In Pieces
3717,"Steffanie Strathdee , Thomas Patterson , et al. ",Hardcover,$20.31,9780316418089,$28.00,352.0,6.4 x 1.2 x 9.4 inches,02/26/19,Hachette Books,The Perfect Predator: A Scientist's Race to Save Her Husband from a Deadly Superbug: A Memoir
3718,Maxwell King ,Hardcover,$20.40,9781419727726,$30.00,320.0,6.4 x 1.6 x 9.3 inches,09/04/18,Harry N. Abrams; 1st Edition edition,The Good Neighbor: The Life and Work of Fred Rogers
3719,Randy Pausch and Jeffrey Zaslow ,Hardcover,$8.79,9781401323257,$22.00,206.0,5.6 x 1 x 7.4 inches,04/08/08,Hyperion; 1st edition,The Last Lecture
3720,Russell Brand ,Paperback,$12.57,9781250182456,$17.00,288.0,5.7 x 0.8 x 8.2 inches,12/31/18,Picador; Reprint edition,Recovery: Freedom from Our Addictions
3721,"Naoki Higashida , KA Yoshida, et al. ",Paperback,$13.98,9780812985153,$17.00,208.0,5.2 x 0.6 x 8 inches,03/22/16,Random House Trade Paperbacks; Reprint edition,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism
3722,Wes Moore ,Paperback,$11.99,9780385528207,$16.00,250.0,5.2 x 0.6 x 8 inches,01/11/11,Spiegel & Grau; Reprint edition,"The Other Wes Moore: One Name, Two Fates"
3723,Kathie Lee Gifford and Rabbi Jason Sobel ,Hardcover,$10.56,9780785215967,$24.99,224.0,6.3 x 0.9 x 9.3 inches,03/06/18,Thomas Nelson,"The Rock, the Road, and the Rabbi: My Journey into the Heart of Scriptural Faith and the Land Where It All Began"
3724,Jim Hutton ,Paperback,$15.23,9780747521341,$15.75,211.0,4.2 x 0.8 x 7 inches,01/011995,Bloomsbury,Mercury and me
3725,Susannah Cahalan ,Paperback,$9.76,9781451621389,$16.00,288.0,5.5 x 0.9 x 8.4 inches,08/06/13,Simon & Schuster; Reprint edition,Brain on Fire: My Month of Madness
3726,Mira Jacob ,Hardcover,$19.49,9780399589041,$30.00,368.0,6.3 x 1.4 x 8.3 inches,03/26/19,One World,Good Talk: A Memoir in Conversations
3727,Jesse Itzler ,Paperback,$10.87,9781455534685,$15.99,288.0,5.2 x 0.9 x 8 inches,11/01/16,Center Street; Reprint edition,Living with a SEAL: 31 Days Training with the Toughest Man on the Planet
3728,Barbara J. Ostfeld ,Paperback,$15.44,9780998032603,$17.95,358.0,6 x 0.9 x 9 inches,03/22/19,Erva Press,Catbird: The Ballad of Barbi Prim
3729,Kiese Laymon ,Paperback,$11.00,9781501125669,$16.00,256.0,5.5 x 1 x 8.4 inches,03/05/19,Scribner; Reprint edition,Heavy: An American Memoir
3730,Jenny Lawson ,Paperback,$12.79,9781250077028,$17.99,352.0,5.6 x 0.9 x 8.2 inches,02/07/17,Flatiron Books; Reprint edition,Furiously Happy: A Funny Book About Horrible Things
3731,Oliver Sacks ,Paperback,$10.82,9780684853949,$15.99,256.0,5.5 x 0.6 x 8.4 inches,04/02/98,Touchstone,The Man Who Mistook His Wife For A Hat: And Other Clinical Tales
3732,"Chris Wilson , Bret Witter, et al. ",Hardcover,$17.70,9780735215580,$27.00,432.0,6.2 x 1.4 x 9.3 inches,02/05/19,G.P. Putnam's Sons,The Master Plan: My Journey from Life in Prison to a Life of Purpose
3733,Louis Vuitton ,Hardcover,$85.71,9781419705564,$125.00,560.0,12.5 x 9.9 x 2.1 inches,12/01/12,Abrams; Updated edition,Louis Vuitton: The Birth of Modern Luxury Updated Edition
3734,Lori Leigh Yarborough and Natalie Merheb ,Paperback,$11.36,9781732638105,$12.95,40.0,8.5 x 0.1 x 11 inches,10/12/18,One Three Nine Inspired Press,Nathan's Autism Spectrum Superpowers (One Three Nine Inspired)
3735,Stephen C. Meyer ,Paperback,$15.82,9780061472794,$19.99,624.0,6 x 1.6 x 9 inches,06/22/10,HarperOne; Reprint edition,Signature in the Cell: DNA and the Evidence for Intelligent Design
3736,T Kira Madden ,Hardcover,$17.70,9781635571851,$27.00,336.0,6.2 x 1.3 x 8.6 inches,03/05/19,Bloomsbury Publishing,Long Live the Tribe of Fatherless Girls: A Memoir
3737,Chip Gaines ,Hardcover,$13.88,9780785216308,$24.99,224.0,6.4 x 0.8 x 9.3 inches,10/17/17,"Thomas Nelson; First Printing, Stated edition",Capital Gaines: Smart Things I Learned Doing Stupid Stuff
3738,Lisa Brennan-Jobs ,Hardcover,$17.10,9780802128232,$26.00,400.0,6 x 1.5 x 9 inches,09/04/18,Grove Press,Small Fry
3739,Elaine Pagels ,Hardcover,$13.99,9780062368539,$27.99,256.0,6 x 0.9 x 9 inches,11/06/18,Ecco,Why Religion?: A Personal Story
3740,Wilfred Reilly ,Hardcover,$18.89,9781621577782,$28.99,256.0,6 x 1.1 x 9 inches,02/26/19,Regnery Publishing,Hate Crime Hoax: How the Left is Selling a Fake Race War
3741,Sy Montgomery and Rebecca Green ,Hardcover,$10.23,9780544938328,$20.00,208.0,6.2 x 0.9 x 8 inches,09/25/18,Houghton Mifflin Harcourt,How to Be a Good Creature: A Memoir in Thirteen Animals
3742,Scott Harrison and Lisa Sweetingham ,Hardcover,$12.28,9781524762841,$27.00,336.0,6.4 x 1.3 x 9.5 inches,10/02/18,Currency,"Thirst: A Story of Redemption, Compassion, and a Mission to Bring Clean Water to the World"
3743,Nic Sheff ,Paperback,$13.28,9781416972198,$14.99,352.0,5.5 x 0.9 x 8.2 inches,01/06/09,Atheneum Books for Young Readers; Reprint edition,Tweak: Growing Up on Methamphetamines
3744,Tyler Henry ,Paperback,$10.87,9781501152634,$16.00,224.0,6 x 0.6 x 9 inches,08/08/17,Gallery Books; Reprint edition,Between Two Worlds: Lessons from the Other Side
3745,Kerri Rawson ,Hardcover,$14.24,9781400201754,$22.99,336.0,5.8 x 1.1 x 8.7 inches,01/29/19,Thomas Nelson,"A Serial Killer's Daughter: My Story of Faith, Love, and Overcoming"
3746,Mari Andrew ,Hardcover,$13.99,9781524761431,$19.99,192.0,6.7 x 0.8 x 8.8 inches,03/27/18,Clarkson Potter,"Am I There Yet?: The Loop-de-loop, Zigzagging Journey to Adulthood (@bymariandrew)"
3747,Walter Isaacson ,Hardcover,$15.20,9781451648539,$35.00,656.0,6.1 x 1.9 x 9.2 inches,10/24/11,Simon & Schuster; 1 edition,Steve Jobs
3748,Jenny Lawson ,Paperback,$12.18,9780425261019,$16.00,384.0,5.4 x 0.8 x 8.2 inches,03/05/13,Berkley; a edition,Let's Pretend This Never Happened: A Mostly True Memoir
3749,Joshua Foer ,Paperback,$11.55,9780143120537,$17.00,307.0,5.4 x 0.7 x 8.4 inches,02/28/12,Penguin Books; Reprint edition,Moonwalking with Einstein: The Art and Science of Remembering Everything
3750,Francisco Cantú ,Paperback,$11.59,9780735217737,$17.00,288.0,5.5 x 0.7 x 8.2 inches,02/05/19,Riverhead Books; Reprint edition,The Line Becomes a River: Dispatches from the Border
3751,Fauna Hodel ,Paperback,$11.21,9781631682476,$14.99,336.0,5.5 x 1 x 8 inches,01/26/19,Graymalkin Media; Reprint edition,One Day She'll Darken: The Mysterious Beginnings of Fauna Hodel
3752,Austin Channing Brown ,Hardcover,$17.00,9781524760854,$25.00,192.0,5.3 x 0.8 x 7.8 inches,05/15/18,Convergent Books; 1st Edition edition,I'm Still Here: Black Dignity in a World Made for Whiteness
3753,"Donna De Salvo, Jessica Beck, et al. ",Hardcover,$54.08,9780300236989,$70.00,400.0,11 x 1.6 x 13.1 inches,11/12/18,Whitney Museum of American Art,Andy Warhol―From A to B and Back Again
3754,Eric O'Neill ,Hardcover,$17.70,9780525573524,$27.00,304.0,6.5 x 1 x 9.5 inches,03/26/19,Crown,Gray Day: My Undercover Mission to Expose America's First Cyber Spy
3755,Anita Moorjani ,Paperback,$5.80,9781401937539,$15.95,216.0,6.1 x 0.6 x 9 inches,09/01/14,Hay House Inc.; 1 edition,"Dying To Be Me: My Journey from Cancer, to Near Death, to True Healing"
3756,Thi Bui ,Paperback,$12.23,9781419718786,$17.99,336.0,6.5 x 1 x 9 inches,04/17/18,Harry N. Abrams; Reprint edition,The Best We Could Do: An Illustrated Memoir
3757,Erin Napier and Ben Napier ,Hardcover,$16.57,9781501189111,$26.99,240.0,7.4 x 1 x 9.1 inches,10/02/18,Gallery Books,Make Something Good Today: A Memoir
3758,Sarah Wilson ,Hardcover,$18.19,9780062836786,$25.99,320.0,6 x 1 x 8 inches,04/24/18,Dey Street Books,"First, We Make the Beast Beautiful: A New Journey Through Anxiety"
3759,Catherine Gray ,Paperback,$11.69,9781912023387,$12.99,272.0,5 x 0.8 x 7.8 inches,12/18/18,Aster,"The Unexpected Joy of Being Sober: Discovering a happy, healthy, wealthy alcohol-free life"
3760,Edith Hall ,Hardcover,$17.70,9780735220805,$27.00,272.0,6.3 x 0.9 x 9.3 inches,01/15/19,Penguin Press,Aristotle's Way: How Ancient Wisdom Can Change Your Life
3761,Margaret Roach ,Hardcover,$19.49,9781604698770,$30.00,320.0,8 x 10 inches,04/30/19,Timber Press,A Way to Garden: A Hands-On Primer for Every Season
3762,James McBride ,Paperback,$12.56,9781594481925,$16.00,295.0,5.2 x 0.7 x 8 inches,02/07/06,Riverhead Books; 50684th edition,The Color of Water: A Black Man's Tribute to His White Mother
3763,Dalai Lama ,Hardcover,$15.10,9781594488894,$27.00,352.0,5.8 x 1.1 x 8.6 inches,10/01/09,Riverhead Books; Anniversary edition,"The Art of Happiness, 10th Anniversary Edition: A Handbook for Living"
3764,Abbi Jacobson ,Hardcover,$18.30,9781538713297,$28.00,320.0,5.8 x 1 x 8.6 inches,10/30/18,Grand Central Publishing; First Edition edition,"I Might Regret This: Essays, Drawings, Vulnerabilities, and Other Stuff"
3765,Celeste Barber ,Hardcover,$14.95,,$24.95,,,01/01/1979,,Challenge Accepted!: 253 Steps to Becoming an Anti-It Girl
3766,Alex Banayan ,Hardcover,$14.52,9780804136662,$26.00,320.0,5.8 x 1.1 x 8.5 inches,06/05/18,Currency,The Third Door: The Wild Quest to Uncover How the World's Most Successful People Launched Their Careers
3767,Anthony Kiedis and Larry Sloman ,Paperback,$9.39,9781401307455,$17.00,465.0,5.3 x 1.6 x 8 inches,10/19/05,Hachette Books; Reprint edition,Scar Tissue
3768,Tommy Robinson ,Paperback,$17.61,9781976446771,$20.00,324.0,6 x 0.7 x 9 inches,11/30/15,CreateSpace Independent Publishing Platform,Tommy Robinson Enemy of the State
3769,Resmaa Menakem ,Paperback,$12.20,9781942094470,$17.95,300.0,5.9 x 1.1 x 8.8 inches,09/19/17,Central Recovery Press,My Grandmother's Hands: Racialized Trauma and the Pathway to Mending Our Hearts and Bodies
3770,Lisa Leonard ,Hardcover,$12.64,9780310352303,$22.99,256.0,5.8 x 0.9 x 8.7 inches,01/29/19,Zondervan,Brave Love: Making Space for You to Be You
3771,Barack Obama ,Paperback,$13.83,9781400082773,$17.00,464.0,5.2 x 1 x 8 inches,08/10/04,Broadway Books,Dreams from My Father: A Story of Race and Inheritance
3772,Led Zeppelin ,Hardcover,$43.37,9781909526501,$69.95,400.0,10 x 1.5 x 12.2 inches,10/09/18,"Reel Art Press; Anniversary, Illustrated edition",Led Zeppelin by Led Zeppelin
3773,Jack Rosewood ,Paperback,$17.06,9781548119645,$18.95,415.0,7 x 0.9 x 10 inches,06/19/17,CreateSpace Independent Publishing Platform,The Big Book of Serial Killers
3774,"Hilma af Klint, Christine Burgin, et al. ",Hardcover,$33.37,9780226591933,$45.00,288.0,7.5 x 1.1 x 10 inches,09/25/18,University of Chicago Press; First edition,Notes and Methods
3775,Tiffany Jenkins ,Paperback,$14.39,9781979830287,$15.99,428.0,6 x 1 x 9 inches,11/20/17,CreateSpace Independent Publishing Platform,High Achiever: The Shocking True Story of One Addict's Double Life
3776,Rajat Gupta ,Hardcover,$20.27,9780795352638,$34.95,376.0,6 x 1 x 9 inches,03/24/19,RosettaBooks,Mind Without Fear
3777,Roxane Gay ,Paperback,$11.52,9780062420718,$16.99,320.0,5.3 x 0.7 x 8 inches,06/12/18,Harper Perennial; Reprint edition,Hunger: A Memoir of (My) Body
3778,"C. G. Jung , Sonu Shamdasani, et al. ",Imitation Leather,$29.40,9780393089080,$39.95,,6.1 x 1.4 x 8.8 inches,12/17/12,W. W. Norton & Company; 1 edition,The Red Book: A Reader's Edition (Philemon)
3779,Caitlin Doughty ,Paperback,$10.84,9780393351903,$15.95,272.0,5.5 x 0.7 x 8.3 inches,09/28/15,W. W. Norton & Company; 1 edition,Smoke Gets in Your Eyes: And Other Lessons from the Crematory
3780,Ian Frisch ,Hardcover,$17.70,9780062839282,$26.99,336.0,6 x 1.1 x 9 inches,02/26/19,Dey Street Books; 1st Edition edition,Magic Is Dead: My Journey into the World's Most Secretive Society of Magicians
3781,Eric Manheimer ,Paperback,$14.01,9781455503872,$17.00,368.0,6.1 x 1.2 x 9 inches,07/02/13,Grand Central Publishing; Reprint edition,Twelve Patients: Life and Death at Bellevue Hospital (The Inspiration for the NBC Drama New Amsterdam)
3782,Clint Hill and Lisa McCubbin ,Paperback,$2.99,9781451648461,$17.00,352.0,6.1 x 1 x 9.2 inches,11/20/12,Gallery Books; 39608th edition,Mrs. Kennedy and Me
3783,"Louise Kuo Habakus , Mary Holland , et al. ",Paperback,$18.95,9781620872123,$19.95,512.0,6 x 1.4 x 9 inches,09/01/12,Skyhorse; Revised and Expanded Edition edition,"Vaccine Epidemic: How Corporate Greed, Biased Science, and Coercive Government Threaten Our Human Rights, Our Health, and Our Children"
3784,Jill Bolte Taylor ,Paperback,$10.72,9780452295544,$16.00,224.0,5.3 x 0.5 x 8 inches,05/26/09,Penguin Books; Reprint edition,My Stroke of Insight: A Brain Scientist's Personal Journey
3785,Mary C. Neal ,Paperback,$10.25,9780307731715,$14.99,240.0,5.2 x 0.6 x 8 inches,05/29/12,WaterBrook; 1st edition,"To Heaven and Back: A Doctor's Extraordinary Account of Her Death, Heaven, Angels, and Life Again: A True Story"
3786,Bill Schelly ,Hardcover,$19.49,9781683961475,$29.99,272.0,6 x 9 inches,03/19/19,Fantagraphics; 1 edition,"James Warren, Empire Of Monsters: The Man Behind Creepy, Vampirella, And Famous Monsters"
3787,"J.W. Rinzler , Brandon Alinger, et al. ",Hardcover,$237.50,9781944903435,$250.00,720.0,10.5 x 13.2 inches,10/08/19,Cameron Books,"Rick Baker: Metamorphosis: Vol 1: 1950–1989, Vol 2: 1990–2019"
3788,Paul Stanley ,Hardcover,$18.29,9780062820280,$27.99,240.0,6 x 0.8 x 9 inches,04/30/19,HarperOne,Backstage Pass
3789,Nathan Williams ,Hardcover,$28.36,9781579658397,$45.00,448.0,8.8 x 1.6 x 11.8 inches,10/30/18,Artisan,The Eye: How the World’s Most Influential Creative Directors Develop Their Vision
3790,Gisele Bündchen ,Hardcover,$20.31,9780525538646,$28.00,240.0,6.4 x 0.9 x 9.2 inches,10/02/18,Avery,Lessons: My Path to a Meaningful Life
3791,James Prince;Jasmine D. Waters and Pilar Sanders;Julia Beverly ,Hardcover,$18.51,9780999837009,$29.99,296.0,6.2 x 0.8 x 8.2 inches,07/06/18,N-The-Water Publishing; 1st edition,The Art & Science of Respect: A Memoir by James Prince
3792,Daniel Pecaut and Corey Wrenn ,Paperback,$12.14,9780998406268,$13.49,378.0,6 x 1 x 9 inches,08/03/17,Daniel Pecaut,University of Berkshire Hathaway: 30 Years of Lessons Learned from Warren Buffett & Charlie Munger at the Annual Shareholders Meeting
3793,Charlamagne Tha God ,Paperback,$12.80,9781501145315,$16.00,320.0,5.5 x 0.7 x 8.4 inches,04/24/18,Atria Books; Reprint edition,Black Privilege: Opportunity Comes to Those Who Create It
3794,Ram Dass and Mirabai Bush ,Hardcover,$16.96,9781683642008,$24.95,240.0,8.5 x 1 x 8.5 inches,09/04/18,Sounds True; 1st Edition edition,Walking Each Other Home: Conversations on Loving and Dying
3795,Hunter S. Thompson ,Paperback,$10.87,9780345410085,$17.00,273.0,5.5 x 0.7 x 8.2 inches,09/29/96,Ballantine Books; 1st Ballantine Books trade ed edition,Hell's Angels: A Strange and Terrible Saga
3796,Gabrielle Union ,Hardcover,$18.89,9788925598024,$26.99,272.0,6 x 0.9 x 9 inches,10/17/17,Dey Street Books; First Edition edition,"We're Going to Need More Wine: Stories That Are Funny, Complicated, and True"
3797,Patti Smith ,Paperback,$7.27,9780060936228,$16.00,308.0,5.5 x 0.8 x 8.2 inches,11/02/10,Ecco; Reprint edition,Just Kids
3798,Vikki Tobak and Questlove ,Hardcover,$23.85,9780525573883,$40.00,288.0,10.2 x 1 x 13.2 inches,10/16/18,Clarkson Potter,Contact High: A Visual History of Hip-Hop
3799,Boris Fishman ,Hardcover,$18.29,9780062867896,$27.99,368.0,6 x 1.2 x 9 inches,02/26/19,Harper,"Savage Feast: Three Generations, Two Continents, and a Dinner Table (a Memoir with Recipes)"
3800,Lee Israel ,Paperback,$8.98,9781982100339,$15.00,144.0,5.5 x 0.5 x 8.4 inches,09/18/18,Simon & Schuster; Media Tie-In edition,Can You Ever Forgive Me?: Memoirs of a Literary Forger
3801,Immaculee Ilibagiza and Steve Erwin ,Paperback,$12.55,9781401944322,$15.99,256.0,6.1 x 0.7 x 9 inches,04/07/14,Hay House Inc.; 3/21/06 edition,Left to Tell: Discovering God Amidst the Rwandan Holocaust
3802,Todd Rundgren ,Hardcover,$19.78,9780997205657,$21.98,240.0,6.2 x 0.8 x 9.2 inches,12/21/18,CLEOPATRA; First edition,"The Individualist - Digressions, Dreams & Dissertations"
3803,Doreen Virtue ,Cards,$17.09,9781401907723,$18.99,,3.9 x 1.5 x 5.5 inches,09/01/06,Hay House Inc.; Edition Unstated edition,Daily Guidance from Your Angels Oracle Cards: 44 cards plus booklet
3804,Tan France ,Hardcover,$19.59,9781250208668,$27.99,288.0,6.1 x 9.2 inches,06/04/19,St. Martin's Press,Naturally Tan: A Memoir
3805,50 Cent and Robert Greene,Imitation Leather,$14.99,9780061774607,$23.99,,5.5 x 1 x 8.5 inches,09/08/09,Amistad; 1St Edition edition,The 50th Law
3806,Michael Lewis ,Paperback,$11.87,9780393338690,$15.95,320.0,5.6 x 0.9 x 8.3 inches,03/15/10,W. W. Norton & Company; Reprint edition,Liar's Poker (Norton Paperback)
3807,Kim Walker-Smith ,Paperback,$16.19,9780310353997,$17.99,192.0,5.4 x 0.6 x 8.3 inches,04/02/19,Zondervan,Brave Surrender: Let God’s Love Rewrite Your Story
3808,Jeff Tweedy ,Hardcover,$21.30,9781101985267,$28.00,304.0,6.2 x 1.2 x 9.2 inches,11/13/18,Dutton,"Let's Go (So We Can Get Back): A Memoir of Recording and Discording with Wilco, Etc."
3809,Barbara Brown Taylor ,Paperback,$10.45,9780061370472,$14.99,240.0,5.3 x 0.5 x 8 inches,02/09/10,HarperOne; Reprint edition,An Altar in the World: A Geography of Faith
3810,Eric Idle ,Hardcover,$16.44,9781984822581,$27.00,304.0,6.4 x 1 x 9.6 inches,10/02/18,Crown Archetype; 1st Edition edition,Always Look on the Bright Side of Life: A Sortabiography
3811,Kent Heckenlively and Judy Mikovits ,Paperback,$13.59,9781510713949,$19.99,464.0,6 x 1.4 x 9 inches,02/21/17,Skyhorse; Reprint edition,"Plague: One Scientist's Intrepid Search for the Truth about Human Retroviruses and Chronic Fatigue Syndrome (ME/CFS), Autism, and Other Diseases"
3812,Jon Ronson ,Paperback,$10.87,9781594485756,$17.00,288.0,5.5 x 0.6 x 8.2 inches,05/01/12,Riverhead Books,The Psychopath Test: A Journey Through the Madness Industry
3813,"Linda Jane Holden , Roger Foley, et al. ",Hardcover,$37.06,9780865653511,$60.00,308.0,10 x 1.5 x 12.5 inches,10/16/18,Vendome Press,The Gardens of Bunny Mellon
3814,John MacArthur ,Paperback,$11.34,9780785288244,$17.99,201.0,5.5 x 0.5 x 8.5 inches,05/08/06,Thomas Nelson; 1st edition,"Twelve Ordinary Men: How the Master Shaped His Disciples for Greatness, and What He Wants to Do with You"
3815,Assata Shakur and Angela Davis ,Paperback,$12.88,9781556520747,$18.95,320.0,6 x 0.9 x 9 inches,11/01/01,Lawrence Hill Books; unknown edition,Assata: An Autobiography
3816,Alicia Keys ,Hardcover,$20.99,9781250153296,$29.99,320.0,6.1 x 9.2 inches,11/05/19,Flatiron Books,More Myself: A Journey
3817,Rich Roll ,Paperback,$7.67,9780307952202,$17.00,400.0,5.2 x 0.9 x 8 inches,05/21/13,Harmony; Reprint edition,"Finding Ultra, Revised and Updated Edition: Rejecting Middle Age, Becoming One of the World's Fittest Men, and Discovering Myself"
3818,Pete Holmes ,Hardcover,$18.29,9780062803979,$27.99,320.0,5.5 x 1 x 8.2 inches,05/14/19,Harper Wave,Comedy Sex God
3819,Ron Chernow ,Paperback,$10.08,9781400077304,$21.00,832.0,6.1 x 1.6 x 9.2 inches,03/30/04,Vintage; 2nd edition,"Titan: The Life of John D. Rockefeller, Sr."
3820,"Matt Balaker, Wayne Jones, et al. ",Paperback,$17.18,9781733592406,$19.99,320.0,5.1 x 0.7 x 7.8 inches,03/23/19,Starkbill Publishing,Greg Giraldo: A Comedian's Story
3821,David O. Dowling ,Hardcover,$31.50,9780300215847,$35.00,440.0,6.1 x 1.1 x 9.2 inches,03/26/19,Yale University Press,A Delicate Aggression: Savagery and Survival in the Iowa Writers' Workshop
3822,Ron Peterson Jr. ,Paperback,$19.46,9781532063497,$20.99,332.0,6 x 0.8 x 9 inches,12/19/18,iUniverse,Under the Trestle: The 1980 Disappearance of Gina Renee Hall & Virginia’s First “No Body” Murder Trial.
3823,Ben Folds ,Hardcover,$18.30,9781984817273,$28.00,304.0,6.1 x 0.8 x 9.2 inches,07/30/19,Ballantine Books,A Dream About Lightning Bugs: A Life of Music and Cheap Lessons
3824,Brittney Cooper ,Hardcover,$14.25,9781250112576,$25.99,288.0,5.8 x 1 x 8.6 inches,02/20/18,St. Martin's Press,Eloquent Rage: A Black Feminist Discovers Her Superpower
3825,Jenna Fischer and Steve Carell ,Paperback,$12.20,9781944648220,$17.95,252.0,5 x 0.8 x 9 inches,11/14/17,BenBella Books,The Actor's Life: A Survival Guide
3826,Todd Burpo and Lynn Vincent ,Paperback,$9.93,9780849946158,$17.99,163.0,5 x 0.6 x 8 inches,10/31/10,Thomas Nelson; Original edition,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back
3827,James Herriot ,Paperback,$10.98,9781250057839,$16.99,448.0,5.4 x 1.1 x 8.2 inches,05/06/14,St. Martin's Griffin; New edition edition,All Creatures Great and Small: The Warm and Joyful Memoirs of the Worlds Most Beloved Animal Doctor
3828,Candace Cameron Bure and Ami McConnell ,Hardcover,$13.73,9780310350026,$24.99,272.0,6.4 x 1 x 9.3 inches,04/24/18,Zondervan,Kind Is the New Classy: The Power of Living Graciously
3829,Matt Richards and Mark Langthorne ,Paperback,$15.29,9781681884097,$16.99,448.0,6 x 1.3 x 9.5 inches,05/08/18,Weldon Owen; Reprint edition,"Somebody to Love: The Life, Death, and Legacy of Freddie Mercury"
3830,Raynor Winn ,Paperback,$11.59,9780143134114,$17.00,288.0,5.3 x 0.7 x 8 inches,03/05/19,Penguin Books,The Salt Path: A Memoir
3831,Scott Carney and Wim Hof ,Paperback,$10.57,9781635652413,$15.99,272.0,5.2 x 0.7 x 8 inches,12/11/18,Rodale Books; Reprint edition,"What Doesn't Kill Us: How Freezing Water, Extreme Altitude, and Environmental Conditioning Will Renew Our Lost Evolutionary Strength"
